"Museumsname"	"Standort"	"Lat"	"Long"	"object"	"Hersteller.Künstler"	"Land.Ort"	"Lat_origin"	"Long_origin"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"weaponry"	"Soest (Deutschland)"	"Deutschland"	"51.5745"	"8.0797"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"Fächer"	"China"	"China"	"39.9064"	"116.3913"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"Fächer"	"China"	"China"	"39.9064"	"116.3913"
"Hexenbürgermeisterhaus"	"Lemgo"	"52.025"	"8.899722"	"Wurzelholz"	"China"	"China"	"39.9064"	"116.3913"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Kenia oder Tansania"	"Ostafrika"	"-2.5485"	"36.7851"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Kenia oder Tansania"	"Ostafrika"	"-2.5485"	"36.7851"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Kenia oder Tansania"	"Ostafrika"	"-2.5485"	"36.7851"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Kenia oder Tansania"	"Ostafrika"	"-2.5485"	"36.7851"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Kenia oder Tansania"	"Ostafrika"	"-2.5485"	"36.7851"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Kenia oder Tansania"	"Ostafrika"	"-2.5485"	"36.7851"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neu-Guinea (vermütlich)"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neu-Guinea (vermütlich)"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neu-Guinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"südl. Afrika (vermütlich)"	"Südafrika"	"-33.9291"	"18.4174"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Ostafrika (vermütlich)"	"Ostafrika"	"-6.8000"	"39.2833"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Ostafrika (vermütlich)"	"Ostafrika"	"-6.8000"	"39.2833"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Sahara/Tassali-Gebirge (Libyen/Algerien)"	"Nordafrika"	"26.5173"	"8.4569"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Westafrika (verm.) od. Niloten"	"Westafrika"	"6.1582"	"1.2406"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Westafrika (verm.) od. Niloten"	"Westafrika"	"6.1582"	"1.2406"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Westafrika (verm.) od. Niloten"	"Westafika"	"6.1582"	"1.2406"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Togo (vermütlich)"	"Togo"	"6.1582"	"1.2406"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Westafrika (verm.) od. Niloten"	"Westafrika"	"6.1582"	"1.2406"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Westafrika (verm.) od. Niloten"	"Westafrika"	"6.1582"	"1.2406"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Marokko"	"Marokko"	"33.9668"	"-6.8394"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Thailand"	"Thailand"	"13.7622"	"100.4940"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"domestic"	"Nepal"	"Nepal"	"27.7091"	"85.3209"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"domestic"	"Himalaya"	"Himalaya"	"27.7091"	"85.3209"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"domestic"	"Nepal"	"Nepal"	"27.7091"	"85.3209"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Sri Lanka"	"Sri Lanka"	"6.9051"	"79.8558"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"jewellery"	"Südwestafrika"	"Südwestafrika"	"-22.5586"	"17.0587"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"printed"	"Bursa (Türkei)"	"Türkei"	"40.1867"	"29.0676"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"Puff"	"Marokko (Fes)"	"Marokko"	"34.0260"	"-5.0079"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"domestic"	"Marokko"	"Marokko"	"29.9787"	"-5.5045"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"clothing"	"Algerien (Tamarasset)"	"Algerien"	"22.7774"	"5.5424"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"Ausweis"	"Nepal (Katmandu)"	"Nepal"	"27.7091"	"85.3209"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"Schnecke"	"Taiwan"	"Taiwan"	"22.6150"	"120.3197"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"Boleadoras"	"Argentina (Buenos Aires)"	"Argentina"	"-34.6161"	"-58.4333"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Ecuador (Anden)"	"Ecuador"	"-0.2180"	"-78.5105"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"domestic"	"Taiwan (Taipeh)"	"Taiwan"	"25.0417"	"121.5639"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"\"Götterauge\""	"USA/ New Mexiko (Sheeprock)"	"Nordamerika"	"36.7942"	"-108.7006"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"money"	"Bolivien (um La Paz)"	"Bolivien"	"-16.3976"	"-68.0790"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Nepal (Kloster Beding)"	"Nepal"	"27.9004"	"86.3743"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"printed"	"Nepal  (Lukla)"	"Nepal"	"27.6841"	"86.7304"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"printed"	"Nepal (Kloster Beding)"	"Nepal"	"27.9004"	"86.3743"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"printed"	"Nepal (Kloster Beding)"	"Nepal"	"27.9004"	"86.3743"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Nepal (Kloster Beding)"	"Nepal"	"27.9004"	"86.3743"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"Tempelglocke mit Griff"	"Nepal"	"Nepal"	"27.7091"	"85.3209"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Nepal ( verm. Solo Khumbu)"	"Nepal"	"27.7316"	"86.7585"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Nepal (Katmandu)"	"Nepal"	"27.7091"	"85.3209"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Südwestafrika"	"Südwestafrika"	"-22.5586"	"17.0587"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"clothing"	"Ecuador (Quito)"	"Ecuador"	"-0.2180"	"-78.5105"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"clothing"	"Ecuador (Rio Bamba)"	"Ecuador"	"-1.6690"	"-78.6726"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"clothing"	"Algerien (Asacrem)"	"Algerien"	"36.7792"	"3.0611"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"Burnusutch"	"Libanon"	"Libanon"	"33.8956"	"35.5432"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"clothing"	"USA (Santa Fe)"	"USA"	"35.6965"	"-105.8934"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"clothing"	"Sumatra/ Toba-See"	"Sumatra"	"2.7807"	"98.6608"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"Schirm"	"Hongkong"	"Hongkong"	"22.2465"	"114.2095"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"Burnusbefestigung"	"Libanon"	"Libanon"	"33.8956"	"35.5432"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"USA (Santa Fe)"	"USA"	"35.6965"	"-105.8934"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"domestic"	"Afrika"	"Afrika"	"0.876"	"17.232"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"jewellery"	"Nepal"	"Nepal"	"27.7091"	"85.3209"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"jewellery"	"Nepal (Katmandu)"	"Nepal"	"27.7091"	"85.3209"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"jewellery"	"Nepal (Katmandu)"	"Nepal"	"27.7091"	"85.3209"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"jewellery"	"Algerien (verm. Sahara)"	"Algerien"	"21.3110"	"6.8170"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"jewellery"	"Algerien (Oase Djanett)"	"Algerien"	"23.9117"	"10.1150"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"jewellery"	"Algerien"	"Algerien"	"36.7792"	"3.0611"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"Band"	"Guatemala (Atitlan-See)"	"Guatemala"	"14.6802"	"-91.2014"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"Seil"	"Bolivien"	"Bolivien"	"-16.3976"	"-68.0790"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"Fächer"	"Japan (Tokio)"	"Japan"	"35.6897"	"139.6922"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"clothing"	"Sri Lanka (Colombo)"	"Sri Lanka"	"6.9051"	"79.8558"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"clothing"	"Guatemala (Atitlan-See)"	"Guatemala"	"14.6802"	"-91.2014"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"clothing"	"Thailand (Bangkok)"	"Thailand"	"13.7622"	"100.4940"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Kenia"	"Kenia"	"-1.2903"	"36.8471"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Uganda (Ruwenzuri-Gebirge)"	"Uganda"	"0.1964"	"30.0092"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Sudan oder Kenia"	"Ostafrika"	"7.1954"	"35.4211"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Sudan oder Kenia"	"Ostafrika"	"7.1954"	"35.4211"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Sudan oder Kenia"	"Ostafrika"	"7.1954"	"35.4211"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Sudan oder Kenia"	"Ostafrika"	"7.1954"	"35.4211"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Sudan oder Kenia"	"Ostafrika"	"7.1954"	"35.4211"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Sudan oder Kenia"	"Ostafrika"	"7.1954"	"35.4211"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Sudan oder Kenia"	"Ostafrika"	"7.1954"	"35.4211"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Sudan oder Kenia"	"Ostafrika"	"7.1954"	"35.4211"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea (verm.)"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea (vermt. Sepik)"	"Papua Neuguinea"	"-4.2894"	"142.2867"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea (verm.)"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea (verm.)"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Neuguinea (verm.)"	"Papua Neuguinea"	"-9.4744"	"147.1600"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"kl. Römischer Portraitkopf"	"Karthago (Tunesien)"	"Tunesien"	"36.8559"	"10.3337"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Hongkong"	"Hongkong"	"22.2465"	"114.2095"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Hongkong"	"Hongkong"	"22.2465"	"114.2095"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Ecuador (Ostkordilleren)"	"Ecuador"	"-0.2180"	"-78.5105"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Tansania (Massai-Steppe)"	"Tansania"	"-6.8000"	"39.2833"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Indonesien (um Djarkarta)"	"Indonesien"	"-6.1793"	"106.8455"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Sri Lanka (Westküste)"	"Sri Lanka"	"6.9051"	"79.8558"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Taiwan"	"Taiwan"	"25.0417"	"121.5639"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Sri Lanka (um Colombo)"	"Sri Lanka"	"6.9051"	"79.8558"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Kenia"	"Kenia"	"-1.2903"	"36.8471"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Kenia"	"Kenia"	"-1.2903"	"36.8471"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Ecuador"	"Ecuador"	"-0.2180"	"-78.5105"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Hongkong"	"Hongkong"	"22.2465"	"114.2095"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Ägypten (Port Said)"	"Ägypten"	"31.2659"	"32.3074"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Bolivien (Königskordilleren)"	"Bolivien"	"-16.9621"	"-67.2003"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"music"	"Bolivien/ Peru (Titicacasee)"	"Bolivien"	"-15.9024"	"-69.2911"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Bolivien (Königskordilleren)"	"Bolivien"	"-16.9621"	"-67.2003"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"Eule"	"Indonesien (Djarkarta)"	"Indonesien"	"-6.1793"	"106.8455"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Peru (im Titicacasee)"	"Peru"	"-15.9024"	"-69.2911"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Bolivien (Königskordilleren)"	"Bolivien"	"-16.9621"	"-67.2003"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"furniture"	"Nepal (Dorf bei Kadmandu)"	"Nepal"	"27.7091"	"85.3209"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"furniture"	"Ecuador (Rio Bamba)"	"Ecuador"	"-1.6690"	"-78.6726"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"printed"	"Bangkok"	"Bangkok"	"13.7622"	"100.4940"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"decorative"	"Japan (Fudschijama)"	"Japan"	"35.1413"	"138.4105"
"Museum der Stadt Minden"	"Minden"	"52.28796"	"8.91386"	"weaponry"	"Kenia oder Tansania (verm.)"	"Ostafrika"	"-2.5485"	"36.7851"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun (Grasland)"	"Kamerun"	"3.8414"	"11.4921"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Kamerun (Grasland)"	"Kamerun"	"3.8414"	"11.4921"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Iran"	"Iran"	"35.6922"	"51.3910"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Japan"	"Japan"	"35.6897"	"139.6922"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Türkei"	"Türkei"	"41.0118"	"28.9672"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"Feuerzeug"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Japan (Hokkaido)"	"Japan"	"43.0621"	"141.3544"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Japan (Hokkaido)"	"Japan"	"43.0621"	"141.3544"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Mississippi-Ohio (Valley Areal)"	"Nordamerika"	"37.0227"	"-89.1053"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Wisconsin
"	"Nordamerika"	"43.0778"	"-89.3824"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Türkei"	"Türkei"	"41.0118"	"28.9672"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Türkei"	"Türkei"	"41.0118"	"28.9672"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Indien"	"Indien"	"28.5635"	"77.1528"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"Stofftäschchen"	"Afghanistan"	"Afghanistan"	"34.5307"	"69.1780"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Iran"	"Iran"	"35.6922"	"51.3910"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Persien / Iran"	"Iran"	"35.6922"	"51.3910"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Iran"	"Iran"	"35.6922"	"51.3910"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"domestic"	"Türkei"	"Türkei"	"41.0118"	"28.9672"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Türkei (Van)"	"Türkei"	"38.5116"	"43.3764"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Birma"	"Birma"	"19.7591"	"96.1341"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Armenien"	"Armenien"	"40.1599"	"44.5222"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Armenien"	"Armenien"	"40.1599"	"44.5222"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Birma"	"Birma"	"19.7591"	"96.1341"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Birma"	"Birma"	"19.7591"	"96.1341"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Birma"	"Birma"	"19.7591"	"96.1341"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Birma"	"Birma"	"19.7591"	"96.1341"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Armenien"	"Armenien"	"40.1599"	"44.5222"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"decorative"	"Birma"	"Birma"	"19.7591"	"96.1341"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"decorative"	"Birma"	"Birma"	"19.7591"	"96.1341"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"decorative"	"Birma"	"Birma"	"19.7591"	"96.1341"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Iran (Täbriz)"	"Iran"	"38.0862"	"46.2985"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Armenien"	"Armenien"	"40.1599"	"44.5222"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Armenien"	"Armenien"	"40.1599"	"44.5222"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Armenien"	"Armenien"	"40.1599"	"44.5222"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Armenien"	"Armenien"	"40.1599"	"44.5222"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Armenien"	"Armenien"	"40.1599"	"44.5222"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Armenien"	"Armenien"	"40.1599"	"44.5222"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Türkei"	"Türkei"	"41.0118"	"28.9672"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Armenien"	"Armenien"	"40.1599"	"44.5222"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"domestic"	"China"	"China"	"39.9064"	"116.3913"
"Deutsches Tabak- und Zigarrenmuseum"	"Bünde"	"52.195961"	"8.581675"	"smoking"	"Thailand"	"Thailand"	"13.7622"	"100.4940"
